1001,interia.pl,OK
1002,note.com,OK
1003,xing.com,OK
1004,skroutz.gr,OK
1005,msftauth.net,N/A
1006,olx.com.br,OK
1007,spamhaus.org,OK
1008,umich.edu,OK
1009,wshifen.com,N/A
1010,redfin.com,OK
1011,weforum.org,OK
1012,flipkart.com,OK
1013,ouest-france.fr,n/a
1014,tsyndicate.com,n/a
1015,abc.es,WP
1016,nelreports.net,N/A
1017,deloitte.com,OK
1018,statcounter.com,OK
1019,ecosia.org,OK
1020,infobae.com,OK
1021,goal.com,OK
1022,rapid7.com,OK
1023,bytefcdn.com,N/A
1024,sofascore.com,OK
1025,xhscdn.com,n/a
1026,kwcdn.com,N/A
1027,surfshark.com,WP
1028,marca.com,OK
1029,playrix.com,OK
1030,inkuai.com,N/A
1031,app-analytics-services-att.com,OK
1032,meethue.com,OK
